rank,name,net_worth (in billion $),age,country / territory,source,industry
1027.00,Gregorio Perez Companc & family,2.9,87,Argentina,Oil & gas,Energy
1027.00,Otto Happel,2.9,75,Germany,Engineering,Construction & Engineering
1027.00,Vikas Oberoi,2.9,52,India,Real estate,Real Estate
1027.00,Gu Yuhua & family,2.9,73,China,Furniture,Manufacturing
1027.00,God Nisanov,2.9,50,Russia,Real estate,Real Estate
1027.00,Kenneth Feld & family,2.9,74,United States,Live entertainment,Media & Entertainment
1027.00,Georg Nemetschek & family,2.9,89,Germany,Software,Technology
1027.00,Michael Federmann & family,2.9,79,Israel,"Defense, hotels",Technology
1027.00,Erwin Franz Mueller,2.9,90,Germany,Drugstores,Fashion & Retail
1027.00,Zhou Jianping,2.9,62,China,Fashion retail,Fashion & Retail
1027.00,Bernard Ecclestone & family,2.9,92,United Kingdom,Formula One,Sports
1027.00,Ronald McAulay,2.9,87,Hong Kong,Energy,Energy
1027.00,Zhang Wenzhong,2.9,61,China,Supermarkets,Fashion & Retail
1027.00,John Paul DeJoria,2.9,78,United States,"Hair products, tequila",Fashion & Retail
1027.00,Martin Lorentzon,2.9,54,Sweden,Spotify,Technology
1027.00,"William Wrigley, Jr.",2.9,59,United States,Chewing gum,Food & Beverage
1027.00,Jacques D'Amours,2.9,66,Canada,Convenience stores,Fashion & Retail
1027.00,Liu Xiaodong,2.9,55,China,Flavorings,Manufacturing
1027.00,Daniel Sundheim,2.9,46,United States,Hedge funds,Finance & Investments
1027.00,Alberto Bombassei,2.9,82,Italy,Automotive brakes,Automotive
1027.00,Ipek Kirac,2.9,38,Turkey,Diversified,Diversified
1027.00,Alexey Repik,2.9,43,Russia,Pharmaceuticals,Healthcare
1027.00,Isak Andic & family,2.9,69,Spain,Fashion retail,Fashion & Retail
1027.00,Zarakh Iliev,2.9,56,Russia,Real estate,Real Estate
1027.00,Arvind Poddar,2.9,65,India,Tires,Automotive
1027.00,Cao Longxiang & family,2.9,65,China,Pharmaceuticals,Healthcare
1027.00,Lee Seo-hyun,2.9,49,South Korea,Samsung,Technology
1027.00,Haim Saban,2.9,78,United States,"TV network, investments",Media & Entertainment
1067.00,Du Jiangtao & family,2.8,53,China,Chemicals,Manufacturing
1067.00,Benjamin Otto,2.8,N/A,Germany,Retail,Fashion & Retail
1067.00,Lorenzo Fertitta,2.8,54,United States,"Casinos, mixed martial arts",Sports
1067.00,Maren Otto,2.8,N/A,Germany,"Retail, real estate",Diversified
1067.00,Sebastian Glaser,2.8,N/A,Germany,Sensor technology,Technology
1067.00,Ranjan Pai,2.8,50,India,Education,Service
1067.00,Choo Chong Ngen,2.8,69,Singapore,Hotels,Real Estate
1067.00,Akira Mori & family,2.8,86,Japan,Real estate,Real Estate
1067.00,Wong Luen Hei,2.8,61,China,Building materials,Manufacturing
1067.00,Chen Lip Keong,2.8,75,Malaysia,"Casinos, property, energy",Gambling & Casinos
1067.00,Taha Mikati,2.8,78,Lebanon,Telecom,Telecom
1067.00,Meg Whitman,2.8,66,United States,EBay,Technology
1067.00,Garrett Camp,2.8,44,Canada,Uber,Technology
1067.00,Najib Mikati,2.8,67,Lebanon,Telecom,Telecom
1067.00,Tung Chee Hwa,2.8,85,Hong Kong,Shipping,Logistics
1067.00,Kang An,2.8,74,China,Pharmaceuticals,Healthcare
1067.00,"Drayton McLane, Jr.",2.8,86,United States,"Walmart, logistics",Fashion & Retail
1067.00,Tseng Cheng,2.8,61,Taiwan,Petrochemicals,Manufacturing
1067.00,Joy Alukkas,2.8,66,India,Jewelry,Fashion & Retail
1067.00,Dmitry Mazepin,2.8,54,Russia,Chemicals,Manufacturing
1067.00,Sun Shoukuan,2.8,73,China,"Metals, coal",Manufacturing
1067.00,Li Weiguo,2.8,58,China,Construction materials,Manufacturing
1067.00,Su Hua,2.8,41,China,Video streaming,Media & Entertainment
1067.00,Lee Yeow Chor,2.8,56,Malaysia,"Palm oil, property",Real Estate
1067.00,Stewart Rahr,2.8,77,United States,Drug distribution,Healthcare
1067.00,Jamshyd Godrej,2.8,74,India,Diversified,Diversified
1067.00,Sean Parker,2.8,43,United States,Facebook,Technology
1067.00,Adi Godrej,2.8,81,India,Consumer goods,Diversified
1067.00,Madhukar Parekh,2.8,76,India,Adhesives,Manufacturing
1067.00,Smita Crishna-Godrej,2.8,72,India,Consumer goods,Diversified
1067.00,Philip Niarchos,2.8,69,Greece,Art collection,Diversified
1067.00,Zhu Xingming,2.8,56,China,Electrical equipment,Manufacturing
1067.00,Euisun Chung,2.8,52,South Korea,Hyundai,Automotive
1067.00,Rishad Naoroji,2.8,71,India,Consumer goods,Diversified
1067.00,Chenghai Ye & family,2.8,79,Hong Kong,Pharmaceuticals,Healthcare
1067.00,Eleanor Butt Crook & family,2.8,90,United States,Supermarkets,Fashion & Retail
1067.00,Nandan Nilekani,2.8,67,India,Software services,Technology
1104.00,Juan Abello,2.7,81,Spain,Investments,Finance & Investments
1104.00,Bruce Flatt,2.7,57,Canada,Money management,Finance & Investments
1104.00,Maritsa Lazari & family,2.7,78,United Kingdom,Real estate,Real Estate
1104.00,Wayne Rothbaum,2.7,55,United States,Biotech investing,Healthcare
1104.00,Suhail Bahwan,2.7,84,Oman,Diversified,Diversified
1104.00,Miguel Fluxa Rossello,2.7,84,Spain,Hotels,Service
1104.00,Angela Leong,2.7,62,Hong Kong,Casinos,Real Estate
1104.00,Jeff Rothschild,2.7,68,United States,Facebook,Technology
1104.00,Madhur Bajaj,2.7,70,India,Diversified,Diversified
1104.00,Robert Friedland,2.7,72,United States,Mining,Metals & Mining
1104.00,Li Zhongchu,2.7,59,China,Software,Technology
1104.00,Raj Sardana,2.7,63,United States,Technology services,Technology
1104.00,Glenn Dubin,2.7,65,United States,Hedge funds,Finance & Investments
1104.00,Geoffrey Kwok,2.7,37,Hong Kong,Real estate,Real Estate
1104.00,Karsanbhai Patel,2.7,79,India,Consumer goods,Diversified
1104.00,Wong Man Li,2.7,58,Hong Kong,Furniture,Manufacturing
1104.00,Jack Cowin,2.7,80,Australia,Fast food,Food & Beverage
1104.00,Yuri Kovalchuk & family,2.7,71,Russia,"Banking, insurance, media",Finance & Investments
1104.00,Pan Dong,2.7,58,Canada,Consumer goods,Fashion & Retail
1104.00,Gustav Magnar Witzoe,2.7,29,Norway,Fish farming,Food & Beverage
1104.00,Andrei Bokarev,2.7,56,Russia,"Metals, mining",Manufacturing
1104.00,Mustafa Rahmi Koc,2.7,92,Turkey,Diversified,Diversified
1104.00,Yuji Otsuka,2.7,69,Japan,"Copy machines, software",Technology
1104.00,Bulat Utemuratov,2.7,65,Kazakhstan,"Mining, banking, hotels",Metals & Mining
1104.00,Henri Beaufour,2.7,57,France,Pharmaceuticals,Healthcare
1104.00,Kei Hoi Pang,2.7,57,China,Real estate,Real Estate
1104.00,Dan Olsson,2.7,76,Sweden,Diversified,Diversified
1104.00,Thomas Tull,2.7,52,United States,"Movies, investments",Media & Entertainment
1104.00,Anne Beaufour,2.7,59,France,Pharmaceuticals,Healthcare
1104.00,Samvel Karapetyan,2.7,57,Russia,Real estate,Construction & Engineering
1104.00,Timm Oberwelland,2.7,N/A,Germany,Candy,Food & Beverage
1104.00,Glen Taylor,2.7,81,United States,Printing,Service
1104.00,Ulrike Baro,2.7,N/A,Germany,Biopharmaceuticals,Healthcare
1104.00,Nithin Kamath,2.7,43,India,Financial services,Finance & Investments
1104.00,Denis O'Brien,2.7,64,Ireland,Telecom,Telecom
1104.00,Evan Spiegel,2.7,32,United States,Snapchat,Technology
1104.00,Harindarpal Banga,2.7,72,India,Commodities,Finance & Investments
1104.00,Maggie Hardy Knox,2.7,57,United States,Building materials,Service
1104.00,Patrice Motsepe,2.7,61,South Africa,Mining,Metals & Mining
1104.00,Alexander Skorobogatko,2.7,55,Russia,"Real estate, airport",Logistics
1104.00,Shekhar Bajaj,2.7,74,India,Diversified,Diversified
1104.00,Nadir Godrej,2.7,72,India,Consumer goods,Diversified
1104.00,Vincent McMahon,2.7,77,United States,Entertainment,Sports
1104.00,Salil Singhal,2.7,75,India,Agrochemicals,Manufacturing
1104.00,Niraj Bajaj,2.7,68,India,Diversified,Diversified
1104.00,Alexander Frolov,2.7,58,Russia,"Mining, steel",Metals & Mining
1104.00,Liang Yunchao,2.7,54,China,Nutritional supplements,Food & Beverage
1104.00,Christiane Schoeller,2.7,N/A,Germany,Publishing,Media & Entertainment
1104.00,"Frank Fertitta, III.",2.7,61,United States,"Casinos, mixed martial arts",Sports
1104.00,Hans Langer,2.7,71,Germany,3D printing,Manufacturing
1104.00,Gianfelice Rocca,2.7,75,Italy,Pipe Manufacturing,Metals & Mining
1104.00,Zhu Yi,2.7,59,China,Pharmaceuticals,Healthcare
1104.00,N. Murray Edwards,2.7,63,Canada,Oil & gas,Energy
1104.00,Jonathan Kwok,2.7,31,Hong Kong,Real Estate,Real Estate
1104.00,Richard Peery,2.7,84,United States,Real estate,Real Estate
1104.00,Guangming Wu,2.7,61,China,Medical equipment,Healthcare
1104.00,Jose Joao Abdalla Filho,2.7,77,Brazil,Investments,Finance & Investments
1104.00,Abhay Firodia,2.7,78,India,Automobiles,Automotive
1104.00,Frank Laukien,2.7,63,United States,Scientific equipment,Manufacturing
1104.00,Paolo Rocca,2.7,70,Italy,Pipe Manufacturing,Metals & Mining
1164.00,Felix Baker,2.6,54,United States,Biotech investing,Finance & Investments
1164.00,Carl Douglas,2.6,61,Sweden,Investments,Diversified
1164.00,Lu Weiding,2.6,52,China,Diversified,Diversified
1164.00,James Packer,2.6,55,Australia,Investments,Finance & Investments
1164.00,Julian Baker,2.6,56,United States,Investing,Finance & Investments
1164.00,Eric Douglas,2.6,54,Sweden,Investments,Diversified
1164.00,Sergio Mantegazza,2.6,95,Switzerland,Travel,Service
1164.00,Alexander Ponomarenko,2.6,58,Russia,"Real estate, airport",Logistics
1164.00,Hongyi Zhou,2.6,52,China,Security software,Technology
1164.00,David Baszucki,2.6,60,United States,Online games,Media & Entertainment
1164.00,Fiona Geminder,2.6,58,Australia,Manufacturing,Manufacturing
1164.00,Hans Melchers,2.6,84,Netherlands,"Chemicals, investments",Finance & Investments
1164.00,Nicholas Pritzker,2.6,79,United States,"Hotels, investments",Finance & Investments
1164.00,Ray Davis,2.6,81,United States,Pipelines,Energy
1164.00,Mark Leonard & family,2.6,66,Canada,Software,Technology
1164.00,Anna Katharina Viessmann,2.6,N/A,Germany,Heating and cooling equipment,Manufacturing
1164.00,Fernando Chico Pardo,2.6,71,Mexico,Airport management,Service
1164.00,Louis Le Duff,2.6,76,France,Bakeries,Food & Beverage
1164.00,John Tyson & family,2.6,69,United States,Food processing,Food & Beverage
1164.00,Chen Zhiping,2.6,47,China,E-cigarettes,Manufacturing
1164.00,Henry Laufer,2.6,77,United States,Hedge funds,Finance & Investments
1164.00,Julia Thiele-Schuerhoff,2.6,51,Germany,"Brakes, investments",Manufacturing
1164.00,Richard Chandler,2.6,64,New Zealand,Investments,Finance & Investments
1164.00,Adam Kwok,2.6,40,Hong Kong,Real estate,Real Estate
1164.00,Michael S. Smith,2.6,67,United States,Liquefied natural gas,Energy
1164.00,Cen Junda,2.6,58,China,Pharmaceuticals,Healthcare
1164.00,Alicia Koplowitz,2.6,69,Spain,"Construction, investments",Finance & Investments
1164.00,Dieter Schnabel,2.6,77,Germany,Chemicals,Manufacturing
1164.00,Miriam Baumann-Blocher,2.6,48,Switzerland,Chemicals,Manufacturing
1164.00,Dmitry Kamenshchik,2.6,54,Russia,Airport,Service
1164.00,Leonard Schleifer,2.6,70,United States,Pharmaceuticals,Healthcare
1164.00,Yvonne Bauer,2.6,46,Germany,"Magazines, media",Media & Entertainment
1164.00,Zhenda Huang & family,2.6,75,China,Construction,Construction & Engineering
1164.00,Falguni Nayar,2.6,60,India,Retailing,Fashion & Retail
1164.00,Maria-Elisabeth Schaeffler-Thumann,2.6,81,Germany,Auto parts,Automotive
1164.00,Wesley Batista,2.6,50,Brazil,Beef packing,Food & Beverage
1164.00,Hou Juncheng,2.6,58,China,Cosmetics,Healthcare
1164.00,Hans Georg Naeder,2.6,61,Germany,Prosthetics,Manufacturing
1164.00,Steven Sarowitz,2.6,57,United States,Payroll software,Technology
1164.00,Joesley Batista,2.6,51,Brazil,Beef processing,Food & Beverage
1164.00,Stewart Horejsi & family,2.6,85,United States,Berkshire Hathaway,Finance & Investments
1164.00,C. Dean Metropoulos,2.6,76,United States,Investments,Food & Beverage
1164.00,Alejandro Santo Domingo,2.6,46,United States,Beer,Food & Beverage
1164.00,Deng Weiming & family,2.6,54,China,Battery components,Manufacturing
1164.00,Li Yongxin,2.6,47,China,Education,Service
1164.00,Stefan Wirtgen,2.6,52,Germany,Construction Vehicles,Construction & Engineering
1164.00,Maria Del Pino,2.6,67,Spain,Construction,Construction & Engineering
1164.00,Li Guoqiang,2.6,59,China,Auto dealerships,Automotive
1164.00,Jurgen Wirtgen,2.6,57,Germany,Construction Vehicles,Construction & Engineering
1164.00,Ben Ashkenazy,2.6,53,United States,Real estate,Real Estate
1164.00,"John Dorrance, III.",2.6,79,Ireland,Campbell Soup,Food & Beverage
1164.00,Peter Lim,2.6,69,Singapore,Investments,Finance & Investments
1164.00,Zhao Lixin,2.6,57,China,Electronics,Technology
1217.00,Yadu Hari Dalmia & family,2.5,75,India,Cement,Manufacturing
1217.00,Wolfgang Leitner,2.5,70,Austria,Engineering,Construction & Engineering
1217.00,Jeff Sutton,2.5,63,United States,Real estate,Real Estate
1217.00,Henry Davis,2.5,72,United States,Beef processing,Food & Beverage
1217.00,Li Hongxin & family,2.5,70,China,Paper & related products,Manufacturing
1217.00,"Henry Sy, Jr.",2.5,69,Philippines,Diversified,Diversified
1217.00,S. Daniel Abraham,2.5,98,United States,Slim-Fast,Food & Beverage
1217.00,Oleg Deripaska,2.5,55,Russia,"Aluminum, utilities",Metals & Mining
1217.00,Lin Chen-hai,2.5,76,Taiwan,Real estate,Real Estate
1217.00,Andrew Tan,2.5,71,Philippines,Diversified,Diversified
1217.00,Cheng Yixiao,2.5,39,China,Video streaming app,Media & Entertainment
1217.00,Jay-Z,2.5,53,United States,Multiple,Media & Entertainment
1217.00,Qiu Minxiu,2.5,77,China,Semiconductors,Technology
1217.00,Ye Guofu,2.5,45,China,Retail,Fashion & Retail
1217.00,Herb Chambers,2.5,81,United States,Car dealerships,Automotive
1217.00,J. Tomilson Hill,2.5,74,United States,Investments,Finance & Investments
1217.00,John Pritzker,2.5,69,United States,"Hotels, investments",Finance & Investments
1217.00,Xie Weitong,2.5,66,Taiwan,Cobalt,Metals & Mining
1217.00,Vivek Chand Burman,2.5,85,India,Consumer goods,Food & Beverage
1217.00,Bill Haslam,2.5,64,United States,Gas stations,Fashion & Retail
1217.00,Eren Ozmen,2.5,64,United States,Aerospace,Manufacturing
1217.00,Wu Zhigang & family,2.5,88,China,Bakery chain,Food & Beverage
1217.00,Charles Bronfman,2.5,91,Canada,Liquor,Food & Beverage
1217.00,Alec Gores,2.5,70,United States,Private equity,Finance & Investments
1217.00,Tomas Olivo Lopez,2.5,49,Spain,Shopping centers,Real Estate
1217.00,Oprah Winfrey,2.5,69,United States,TV shows,Media & Entertainment
1217.00,Thor Bjorgolfsson,2.5,56,Iceland,Investments,Diversified
1217.00,Serge Godin,2.5,73,Canada,Information technology,Technology
1217.00,Bobby Murphy,2.5,34,United States,Snapchat,Technology
1217.00,Roger Wang,2.5,74,United States,Retail,Fashion & Retail
1217.00,Riley Bechtel & family,2.5,71,United States,"Engineering, construction",Construction & Engineering
1217.00,Alceu Elias Feldmann & family,2.5,73,Brazil,Fertilizer,Energy
1217.00,Lachhman Das Mittal,2.5,92,India,Tractors,Automotive
1217.00,Peter Unger,2.5,78,Germany,Auto repair,Automotive
1217.00,Ted Alfond,2.5,78,United States,Shoes,Fashion & Retail
1217.00,Sandeep Engineer,2.5,61,India,Plastic pipes,Manufacturing
1217.00,Willy Michel,2.5,76,Switzerland,Medical devices,Healthcare
1217.00,Donald Trump,2.5,76,United States,Real estate,Real Estate
1217.00,Susan Alfond,2.5,77,United States,Shoes,Fashion & Retail
1217.00,Joseph Edelman,2.5,67,United States,Hedge funds,Finance & Investments
1217.00,Prayudh Mahagitsiri,2.5,77,Thailand,"Coffee, shipping",Food & Beverage
1217.00,Byron Trott,2.5,64,United States,Investments,Finance & Investments
1217.00,Bill Alfond,2.5,74,United States,Shoes,Fashion & Retail
1217.00,Sergey Dmitriev,2.5,57,Cyprus,Software,Technology
1217.00,Lu Yiwen,2.5,36,China,Jewelry,Fashion & Retail
1217.00,Arvind Tiku,2.5,53,India,"Oil & gas, investments",Energy
1217.00,Peggy Cherng,2.5,75,United States,Fast food,Food & Beverage
1217.00,Saban Cemil Kazanci,2.5,62,Turkey,Energy,Energy
1217.00,Wenrong Shen,2.5,77,China,Steel production,Metals & Mining
1217.00,Andrew Cherng,2.5,75,United States,Fast food,Food & Beverage
1217.00,Baba Kalyani,2.5,74,India,Engineering,Automotive
1217.00,Ferit Faik Sahenk,2.5,59,Turkey,Diversified,Diversified
1217.00,Leon G. Cooperman,2.5,79,United States,Hedge funds,Finance & Investments
1217.00,Brad Kelley,2.5,66,United States,Tobacco,Real Estate
1217.00,Yuzhu Shi,2.5,60,China,"Online games, investments",Diversified
1272.00,Koos Bekker,2.4,70,South Africa,"Media, investments",Media & Entertainment
1272.00,Kalanithi Maran,2.4,57,India,Media,Media & Entertainment
1272.00,Ted Turner,2.4,84,United States,Cable television,Media & Entertainment
1272.00,Otto Philipp Braun,2.4,45,Germany,Medical technology,Healthcare
1272.00,Jed McCaleb,2.4,48,United States,Cryptocurrency,Finance & Investments
1272.00,David Walentas,2.4,84,United States,Real estate,Real Estate
1272.00,Chen Tei-fu,2.4,74,Taiwan,Herbal products,Fashion & Retail
1272.00,Fatih Ozmen,2.4,65,United States,Aerospace,Manufacturing
1272.00,Urs Wietlisbach,2.4,61,Switzerland,Private equity,Finance & Investments
1272.00,Peter Hargreaves,2.4,76,United Kingdom,Financial services,Finance & Investments
1272.00,Hans Sy,2.4,67,Philippines,Diversified,Diversified
1272.00,Mitchell Goldhar,2.4,61,Canada,Real estate,Real Estate
1272.00,Arnout Schuijff,2.4,55,Netherlands,Payments software,Technology
1272.00,Paul Gauselmann & family,2.4,88,Germany,Gambling,Gambling & Casinos
1272.00,Matthias Reinhart,2.4,63,Switzerland,Financial services,Finance & Investments
1272.00,Alfred Gantner,2.4,55,Switzerland,Private equity,Finance & Investments
1272.00,Rajan Raheja & family,2.4,68,India,Diversified,Diversified
1272.00,Bernard Fraisse & family,2.4,66,France,Pharmaceuticals,Healthcare
1272.00,Qiu Jianping & family,2.4,61,China,Hand tools,Manufacturing
1272.00,Gerald Ford,2.4,78,United States,Banking,Finance & Investments
1272.00,Jinxing Qi,2.4,61,China,Real estate,Real Estate
1272.00,Mortimer Zuckerman,2.4,85,United States,"Real estate, media",Real Estate
1272.00,Doris Fisher,2.4,91,United States,Gap,Fashion & Retail
1272.00,Daniel Pritzker,2.4,63,United States,"Hotels, investments",Finance & Investments
1272.00,Yang Weidong & family,2.4,54,China,Chemicals,Manufacturing
1272.00,Marcel Erni,2.4,58,Switzerland,Private equity,Finance & Investments
1272.00,Tor Peterson,2.4,58,United States,Commodities,Metals & Mining
1272.00,Yang Jianliang & family,2.4,53,China,Machinery,Manufacturing
1272.00,Abilio dos Santos Diniz,2.4,86,Brazil,Retail,Fashion & Retail
1272.00,Pan Laican,2.4,N/A,China,Soy sauce,Food & Beverage
1272.00,Jerry Yang,2.4,54,United States,Yahoo,Technology
1272.00,Abdulla Al Futtaim & family,2.4,83,United Arab Emirates,"Auto dealers, investments",Automotive
